"Latitude","Longitude","Unique_Squirrel_ID","Shift","Date","Age","Primary_Fur_Color","Location","Specific_Location","Running","Chasing","Climbing","Eating","Foraging","Other_Activities","Kuks","Quaas","Moans","Tail_flags","Tail_twitches","Approaches","Indifferent","Runs_from"
"40.7787526130321","-73.9703781726172","16C-PM-1018-03","PM","2018-10-18","Adult","Gray","Above Ground","","True","False","False","True","True","","False","False","False","False","False","False","True","False"
"40.7765032004992","-73.9703925210471","14E-AM-1008-23","AM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","False","True","walking","False","False","False","False","False","False","True","False"
"40.7924173263904","-73.9638179439747","32A-PM-1013-03","PM","2018-10-13","Juvenile","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","False","False","False","True","False"
"40.7913812490557","-73.9584070974734","33F-AM-1008-01","AM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","False","False","moving slowly","False","False","False","False","False","False","True","False"
"40.7784859700171","-73.9671130680114","17F-AM-1007-07","AM","2018-10-07","Adult","Gray","Above Ground","","True","False","False","False","False","","False","False","False","True","False","False","True","False"
"40.7764929694457","-73.9649866016038","16I-AM-1008-01","AM","2018-10-08","Adult","Cinnamon","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7734991420941","-73.9670628558161","12I-AM-1013-01","AM","2018-10-13","Adult","Cinnamon","Ground Plane","on tree roots","False","False","False","False","False","sitting","False","False","False","False","True","False","False","True"
"40.7908524370626","-73.9587365931110","32F-PM-1008-07","PM","2018-10-08","Adult","Gray","Ground Plane","","True","True","False","False","True","","False","False","False","False","False","False","True","False"
"40.7867352791232","-73.9671786715256","25A-AM-1013-04","AM","2018-10-13","","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7769536102488","-73.9692943291611","15E-AM-1013-01","AM","2018-10-13","Adult","Gray","Ground Plane","","True","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7952445999836","-73.9540054100539","39G-PM-1013-06","PM","2018-10-13","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","False","False"
"40.7868659490397","-73.9576530157255","29I-PM-1007-01","PM","2018-10-07","","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","False","False","False","False"
"40.7711846894166","-73.9738033257473","7E-AM-1006-02","AM","2018-10-06","Adult","Gray","Ground Plane","under a tree","False","False","False","True","False","","False","False","False","False","False","False","False","False"
"40.7798965621203","-73.9704402681017","17C-PM-1013-05","PM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","True","False","eating (ate upside down on a tree — #jealous)","False","False","False","False","False","False","True","False"
"40.7753897331918","-73.9756976076707","10A-PM-1014-01","PM","2018-10-14","Adult","Gray","Ground Plane","in b/w trees","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7890381809441","-73.9662438996681","28A-PM-1007-05","PM","2018-10-07","Adult","Cinnamon","Ground Plane","","True","False","False","False","True","","False","False","False","False","True","False","False","True"
"40.7820818516957","-73.9643153920428","22F-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","False","False","","False","False","False","False","False","False","False","False"
"40.7757957380463","-73.9742073452913","12B-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","False","True","False","False","False","","False","False","False","True","False","False","True","False"
"40.7813911036179","-73.9716147061553","18A-PM-1018-01","PM","2018-10-18","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7928711760061","-73.9535410657077","36H-PM-1008-02","PM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7891774637988","-73.9639159298446","29C-AM-1007-06","AM","2018-10-07","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","False","True"
"40.7959337795027","-73.9579564338627","38C-PM-1014-09","PM","2018-10-14","Adult","Black","Ground Plane","","False","False","False","True","False","","False","False","False","False","False","True","False","False"
"40.7892508428622","-73.9574648097543","31H-PM-1008-02","PM","2018-10-08","Juvenile","Gray","Above Ground","","True","False","True","False","False","","False","False","False","False","True","False","True","False"
"40.7705999588222","-73.9702526753310","8H-AM-1017-06","AM","2018-10-17","Adult","Gray","Above Ground","","False","True","False","True","False","","False","False","False","False","False","False","True","False"
"40.7918613498407","-73.9579645940414","34F-AM-1007-01","AM","2018-10-07","Adult","Gray","Above Ground","","True","False","True","False","False","","False","False","False","False","False","False","False","True"
"40.7749505252981","-73.9673253417305","13H-PM-1010-02","PM","2018-10-10","Adult","Gray","Above Ground","tree","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7820309825448","-73.9640032826529","22F-PM-1014-06","PM","2018-10-14","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","True","False","True","False"
"40.7905847332369","-73.9595933195409","32E-AM-1007-13","AM","2018-10-07","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7937796994210","-73.9602222116708","35C-AM-1007-05","AM","2018-10-07","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7792498736470","-73.9680635070949","17E-AM-1017-05","AM","2018-10-17","Adult","Black","Above Ground","Branch","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7686905339212","-73.9801666435401","2B-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","True","False","False","False","False","running (with nut)","False","False","False","False","False","False","False","False"
"40.7813477352507","-73.9675634326877","19D-AM-1007-01","AM","2018-10-07","Juvenile","Gray","Ground Plane","","False","False","True","True","False","","False","False","False","False","False","False","False","False"
"40.7982886348696","-73.9584970643213","40B-AM-1019-03","AM","2018-10-19","Juvenile","Gray","Ground Plane","","True","True","False","False","False","","False","False","False","False","True","True","False","False"
"40.7681954366911","-73.9760298241178","3E-PM-1008-07","PM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","False","False","True","False"
"40.7972399133816","-73.9568802149818","39C-PM-1006-01","PM","2018-10-06","Adult","Gray","Ground Plane","","True","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7690526441109","-73.9724642436394","6G-AM-1008-02","AM","2018-10-08","Juvenile","Gray","Ground Plane","bush","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7760432720017","-73.9690175838534","14F-AM-1007-05","AM","2018-10-07","Juvenile","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","False","False","False","True","False"
"40.7690280985956","-73.9704082821356","6I-PM-1013-06","PM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","False","False","playing with #5","False","False","False","False","True","False","False","False"
"40.7768811640021","-73.9684910712272","15F-PM-1010-05","PM","2018-10-10","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7735232648872","-73.9768674812942","8B-PM-1012-02","PM","2018-10-12","Adult","Gray","Ground Plane","hiding in bushes","False","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7698885241349","-73.9797084866613","3A-PM-1017-06","PM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7923130402793","-73.9528192679770","36I-AM-1017-02","AM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7692602628745","-73.9745630038492","5E-AM-1008-06","AM","2018-10-08","Adult","Cinnamon","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","True","False","False"
"40.7903365788694","-73.9595002339508","32E-PM-1017-13","PM","2018-10-17","Adult","Gray","","","False","False","False","True","True","","False","False","False","False","False","False","True","False"
"40.7689486657963","-73.9741824992294","5F-PM-1007-03","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","False","False","hiding nut","False","False","False","False","True","False","True","False"
"40.7761393551781","-73.9749243901189","11B-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7780143443779","-73.9683813255590","16E-PM-1018-06","PM","2018-10-18","Adult","Cinnamon","Ground Plane","On a rock","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7755898126674","-73.9694240327509","13F-AM-1007-02","AM","2018-10-07","Adult","Cinnamon","","","False","False","False","True","True","","False","False","False","False","False","False","True","False"
"40.7828364735236","-73.9689000978955","20B-PM-1013-10","PM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","False","True","drank from a pond of rain water","False","False","False","False","False","False","True","False"
"40.7696753655986","-73.9804528867547","3A-PM-1017-05","PM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7873862510001","-73.9576245992455","29H-PM-1006-01","PM","2018-10-06","Adult","Gray","Above Ground","","False","False","True","False","False","sitting","False","False","False","False","False","False","True","False"
"40.7845098131567","-73.9666007935638","23C-PM-1014-03","PM","2018-10-14","Adult","Gray","Above Ground","","False","True","False","False","False","chasing (#4 across trees)","False","False","False","False","False","False","False","False"
"40.7922645521905","-73.9614848360900","33C-PM-1007-03","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7947639241491","-73.9546654184146","38G-PM-1020-09","PM","2018-10-20","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","True","False","False","True","False"
"40.7768804702473","-73.9667114027214","16G-PM-1017-01","PM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7921822457613","-73.9530035564643","36I-PM-1007-07","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7951278622399","-73.9615696577673","35A-AM-1014-03","AM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7883840104749","-73.9644748360010","28C-PM-1006-01","PM","2018-10-06","Adult","Gray","Ground Plane","","False","False","False","False","False","gathering acorns","False","False","False","True","False","False","False","True"
"40.7914829661051","-73.9610705592868","32D-AM-1013-06","AM","2018-10-13","Adult","Cinnamon","Ground Plane","","True","False","False","True","True","eating (a mushroom),circles around us,really fat,scratching himself,grooming activity","False","False","False","False","True","True","False","False"
"40.7845301288163","-73.9688454483585","22A-AM-1008-05","AM","2018-10-08","Adult","Gray","Above Ground","trash can","False","False","False","True","False","","False","False","False","True","False","False","False","True"
"40.7980959471034","-73.9578237168359","40B-PM-1014-06","PM","2018-10-14","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","True","False"
"40.7809719445309","-73.9688271202401","19C-PM-1018-01","PM","2018-10-18","Adult","Gray","Ground Plane","","True","True","False","True","False","","False","False","False","False","True","False","True","False"
"40.7944585082367","-73.9617088749928","35A-PM-1013-06","PM","2018-10-13","Adult","Cinnamon","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","False","True"
"40.7766530579293","-73.9701824825872","14E-AM-1008-09","AM","2018-10-08","Adult","Gray","Ground Plane","","True","True","False","False","False","","True","False","False","False","False","False","False","True"
"40.7766043512974","-73.9676410497481","15G-PM-1019-05","PM","2018-10-19","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7723572030236","-73.9708726050721","10F-AM-1007-02","AM","2018-10-07","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7982162223764","-73.9541453465817","42E-PM-1012-06","PM","2018-10-12","Adult","Cinnamon","Ground Plane","","True","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7842927405327","-73.9683608295976","22B-AM-1013-04","AM","2018-10-13","Adult","Cinnamon","Ground Plane","Under bench","False","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7773386665280","-73.9680520579890","15F-PM-1010-06","PM","2018-10-10","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7715877863274","-73.9787180870736","5A-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","near 65th St arch","False","False","False","False","True","","False","False","False","True","False","False","False","True"
"40.7895654068546","-73.9565905868276","32H-PM-1006-01","PM","2018-10-06","","Gray","Above Ground","in the European Beech","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7992461674802","-73.9565759733611","42C-AM-1007-02","AM","2018-10-07","","","","","False","False","False","False","False","","False","True","False","False","False","False","False","False"
"40.7987384656256","-73.9551539498306","41D-AM-1014-01","AM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","False","True","digging","False","False","False","False","False","False","True","False"
"40.7813537959435","-73.9641971813967","21G-PM-1007-01","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","True","False","False","True","False"
"40.7768553703082","-73.9692883970928","14E-AM-1008-02","AM","2018-10-08","Adult","Gray","Ground Plane","","True","False","False","False","True","walking","False","False","False","False","False","False","False","True"
"40.7699587019058","-73.9708549670788","7H-PM-1006-04","PM","2018-10-06","Adult","Gray","Above Ground","on tree knob","False","False","False","False","False","sitting","False","False","False","False","False","False","True","False"
"40.7825111950764","-73.9639744005647","22F-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","False","False","True","False","True","","False","False","False","False","False","False","True","False"
"40.7712145488828","-73.9730277911422","7F-AM-1008-16","AM","2018-10-08","Juvenile","Gray","Above Ground","tree","False","False","False","False","False","","False","False","False","False","False","False","False","True"
"40.7724691605718","-73.9710541405708","10F-PM-1019-05","PM","2018-10-19","Adult","Black","Above Ground","Behind fence, tree","False","False","True","False","False","","False","False","False","False","False","False","True","False"
"40.7747213585387","-73.9761592532482","10A-AM-1006-04","AM","2018-10-06","Juvenile","Gray","Above Ground","tree near large rock on Bridle Path","False","False","False","False","False","walking on branch","False","False","False","False","True","False","False","False"
"40.7950689723135","-73.9544007658685","38F-PM-1013-05","PM","2018-10-13","Juvenile","Gray","Ground Plane","","False","False","False","False","True","being chased,was pushed by other squirrel","True","True","False","False","False","False","False","False"
"40.7993681349680","-73.9575986161364","41B-PM-1014-01","PM","2018-10-14","Adult","Gray","Above Ground","Climbing tree","False","False","True","False","False","climbing (tree)","False","False","False","False","False","False","False","True"
"40.7955418990855","-73.9607701370443","36A-PM-1013-07","PM","2018-10-13","","Gray","Ground Plane","""FIELD""","False","True","False","False","False","chasing #8","False","False","False","False","False","False","False","True"
"40.7705846185121","-73.9764036522984","5C-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7908193284981","-73.9589249555235","32E-PM-1017-03","PM","2018-10-17","Adult","Gray","Above Ground","bottom of tree","False","False","False","True","False","still","False","False","False","False","False","False","True","False"
"40.7917685404482","-73.9634623418761","31A-PM-1017-04","PM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","False","False","False","False"
"40.7978449143313","-73.9521110154872","42G-AM-1018-03","AM","2018-10-18","Adult","Gray","Ground Plane","","True","False","False","False","False","stop to look at me—then ran","False","False","False","False","False","False","False","True"
"40.7950013620207","-73.9574809028248","37D-PM-1014-04","PM","2018-10-14","Adult","Gray","Ground Plane","","False","True","False","False","True","chasing (a chipmunk)","False","False","False","False","False","False","False","True"
"40.7854119342538","-73.9670975927070","24B-AM-1013-01","AM","2018-10-13","","Gray","Above Ground","","True","False","False","True","False","took nut to bury","False","False","False","False","True","False","False","True"
"40.7701941550273","-73.9711318790279","7G-AM-1010-02","AM","2018-10-10","Adult","Gray","Above Ground","","True","False","False","False","False","","False","False","False","False","True","False","False","True"
"40.7705409315703","-73.9763243383771","5C-PM-1010-13","PM","2018-10-10","Adult","Gray","Above Ground","way up a tree!","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7755181941559","-73.9651754464439","15I-AM-1008-01","AM","2018-10-08","Adult","Gray","Above Ground","tree","False","False","True","True","False","","False","False","False","False","False","False","True","False"
"40.7815739959357","-73.9700100617602","19B-PM-1018-01","PM","2018-10-18","Adult","Gray","Above Ground","","True","False","False","False","False","flying","False","False","False","False","False","False","False","False"
"40.7762385470630","-73.9719056182140","13D-PM-1018-10","PM","2018-10-18","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7922896176936","-73.9530040923555","36I-PM-1007-10","PM","2018-10-07","Juvenile","Gray","Ground Plane","","False","False","False","True","False","stole (found?) an entire sandwich","False","False","False","False","False","False","True","False"
"40.7988487300216","-73.9572093760529","41B-AM-1010-06","AM","2018-10-10","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7939581069382","-73.9607746337979","35B-AM-1010-01","AM","2018-10-10","Adult","Gray","Ground Plane","lawn","False","False","False","False","False","walking w/ something in mouth","False","False","False","False","False","False","True","False"
"40.7973923396512","-73.9566346046453","40D-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","False","False"
"40.7963826753780","-73.9592038887673","38B-PM-1018-02","PM","2018-10-18","Adult","Gray","Ground Plane","","False","False","False","False","True","burying nut","False","False","False","False","False","False","False","False"
"40.7950813345902","-73.9511118711108","40I-AM-1018-01","AM","2018-10-18","Adult","Cinnamon","Ground Plane","","True","False","False","False","True","begging","False","False","False","False","False","False","False","False"
"40.7729537573035","-73.9769939796382","7B-AM-1008-10","AM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7763310392591","-73.9712527809516","13D-AM-1014-08","AM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","True"
"40.7772624641112","-73.9671147090087","16G-AM-1010-03","AM","2018-10-10","Adult","Gray","Ground Plane","","False","False","False","False","True","was hanging out w/ #2 until i showed up","True","False","False","False","False","False","False","True"
"40.7982597947515","-73.9588660250232","40A-AM-1010-03","AM","2018-10-10","Adult","Gray","Ground Plane","bottom of great hill","False","False","False","True","True","","False","False","False","True","False","False","True","True"
"40.7761841788025","-73.9651601541795","15I-PM-1012-07","PM","2018-10-12","Adult","Cinnamon","Ground Plane","","True","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7693711799946","-73.9792155473689","3B-PM-1007-11","PM","2018-10-07","Adult","Gray","Above Ground","in tree","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7828778892276","-73.9664100504436","21D-AM-1008-02","AM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7748467061969","-73.9746229094643","10B-PM-1014-05","PM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","True","False","False","False"
"40.7761092972965","-73.9705092958892","13E-PM-1008-07","PM","2018-10-08","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","False","False","True","False"
"40.7997708190022","-73.9581655949437","41A-PM-1007-06","PM","2018-10-07","Adult","Black","Ground Plane","","True","False","True","True","False","","False","False","False","False","False","False","False","True"
"40.7662992317575","-73.9755560786227","2F-AM-1006-05","AM","2018-10-06","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7828208083804","-73.9696433533986","20B-AM-1007-01","AM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","False","True","quietly","False","False","False","False","False","False","True","False"
"40.7878964287680","-73.9664711607022","26A-PM-1006-06","PM","2018-10-06","Adult","Gray","Ground Plane","Tree 90th left 90th & 89","False","False","True","False","False","","False","False","False","True","False","False","False","False"
"40.7933755266787","-73.9575943815564","35E-PM-1006-07","PM","2018-10-06","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","True"
"40.7728877377977","-73.9694168118643","11G-PM-1013-01","PM","2018-10-13","Adult","Gray","Above Ground","In the Woods/Brush","False","False","True","False","True","","False","False","False","False","False","False","False","True"
"40.7925807808307","-73.9528682507794","36I-PM-1007-13","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","False","True","True","False","False"
"40.7724665036447","-73.9782417115139","7A-AM-1006-01","AM","2018-10-06","Adult","Gray","Above Ground","in tree","False","False","False","False","True","","False","True","False","False","True","False","False","False"
"40.7700750802317","-73.9721442939797","7G-PM-1018-03","PM","2018-10-18","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7769884612305","-73.9698473808650","14E-AM-1008-05","AM","2018-10-08","Adult","Gray","Above Ground","","False","False","True","False","False","nest building","False","False","False","False","False","False","True","False"
"40.7684838168207","-73.9768652785664","3D-PM-1010-03","PM","2018-10-10","Adult","Cinnamon","Ground Plane","","False","False","False","False","False","","False","False","False","False","False","False","False","False"
"40.7937580985730","-73.9590992841423","35D-PM-1013-09","PM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7705711897977","-73.9724063986771","7F-PM-1012-01","PM","2018-10-12","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","True","False"
"40.7787872561177","-73.9661361310677","18G-PM-1013-01","PM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","True","True","burying","False","False","False","False","False","False","False","True"
"40.7701304211944","-73.9730750601212","6F-PM-1008-01","PM","2018-10-08","Adult","Gray","Above Ground","","False","True","False","False","False","","False","False","False","False","False","False","False","False"
"40.7720868124544","-73.9719706706140","9F-AM-1013-04","AM","2018-10-13","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","False","False"
"40.7951044378207","-73.9562117455100","38E-AM-1010-09","AM","2018-10-10","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7905423546155","-73.9564023626619","33G-AM-1013-02","AM","2018-10-13","Adult","Gray","Above Ground","shelter in hole in tree","False","False","True","False","False","","False","False","False","False","False","False","True","True"
"40.7952475548048","-73.9532620128307","39G-AM-1018-01","AM","2018-10-18","Adult","Gray","Ground Plane","","False","False","False","False","False","dead (something ran over it)","False","False","False","False","False","False","False","False"
"40.7904409912437","-73.9576349321357","32G-PM-1013-03","PM","2018-10-13","Juvenile","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7686351097159","-73.9763430829342","4D-PM-1008-11","PM","2018-10-08","Adult","Cinnamon","Above Ground","on tree facing downward","False","True","False","False","False","chased #12","True","False","False","True","False","False","False","True"
"40.7694886645194","-73.9714789136757","6H-AM-1008-01","AM","2018-10-08","Adult","Cinnamon","Ground Plane","","False","False","False","True","False","","False","False","False","False","False","False","False","False"
"40.7697883435981","-73.9755133710665","5E-AM-1008-08","AM","2018-10-08","Adult","Gray","Ground Plane","","True","False","False","False","False","","False","False","False","False","False","False","True","False"
"40.7773295419104","-73.9702348982803","15D-PM-1017-01","PM","2018-10-17","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","False","False","True","False"
"40.7781658424866","-73.9686056085297","16E-AM-1014-03","AM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","True","True","","False","False","False","False","False","True","False","False"
"40.7949598486683","-73.9522142360388","39H-PM-1013-02","PM","2018-10-13","Juvenile","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","True","False"
"40.7972751877447","-73.9576589997493","39C-PM-1006-02","PM","2018-10-06","Adult","Gray","Above Ground","","False","False","True","False","False","","False","False","False","False","False","False","False","False"
"40.7915700446878","-73.9637946878735","31A-AM-1010-04","AM","2018-10-10","Adult","Gray","Ground Plane","","False","False","False","False","True","","False","False","False","False","True","False","False","False"
"40.7723889726647","-73.9710991123992","9F-PM-1014-02","PM","2018-10-14","Adult","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","False","False","False","True","False"
"40.7810450065235","-73.9638270331336","21G-PM-1007-02","PM","2018-10-07","Adult","Gray","Ground Plane","","False","False","False","True","False","","False","False","False","True","False","False","False","True"
"40.7670090327736","-73.9756015005821","2F-AM-1006-01","AM","2018-10-06","Adult","Gray","Ground Plane","walking along path","False","False","False","False","True","","False","False","False","False","True","False","True","False"
